clean_text,Category
celts savour grand slam prospect six nations heralded new order northern hemisphere rugby year wales ireland rather traditional big guns france england face potential grand slam playoff three weeks time game cardiff wales must get past scotland murrayfield ireland face insignificant task home fixture mercurial french noone knows mood france lansdowne road march sublime first half wales ridiculous like period england twickenham mighty fallen england sat rugby summit months ago world champions grand slam winners lost nine matches since heady night sydney face ignominy could amount wooden spoon playoff italy fortnight england enduring worst run championship since captain richard hill dumped favour mike harrison three straight losses coach andy robinson took successful sir clive woodward september lost phalanx world cup stars enduring toughest teething problems bedding style new team year england ruled roost woeful wales lost five matches six nations two games scotland italy wales recent championship title last grand slam success came era gareth edwards phil bennett jpr williams et al welsh rugby fans remain permanent tenterhooks blossoming new golden age several false dawns coach mike ruddock may come team philosophy match expectations fresh verve inspired skipper gareth thomas broken thumb accurate kicking either flyhalf stephen jones centre gavin henson rampant martyn williams leading way front exciting runners guise henson shane williams ireland coach eddie sullivan captain brian driscoll got side buzzing close shedding nearlymen tag dogged past years men emerald isle six nations runnersup past two years france england title since last clinched grand slam scotland struggled decade wooden spoon winners top two since lifted title italy continue elusive search first six nations away win still account scalps scotland twice wales since joining elite coach john kirwan passionate dedicated believer azzurri lacking raw materials france brilliant one minute inept next reigning champions could quite easily turn style dublin end winning title back door ireland though three times last five meetings welsh romantics would probably prefer glorious victory celtic showdown crown grand slam given ireland beaten wales four last five meetings welsh legions likely behind les bleus march,sport
mps assess scots fishing industry group mps twoday factfinding mission scotland gather evidence report uk fishing industry members westminster environment food rural affairs committee touring fish markets talking fish processors also talk fisheries minister ross finnie scientists mps deciding whether recommend new system community quotas conserve fish stocks aim fishing ports like peterhead fraserburgh would allocated quota local people would decide fish scheme variation local management committees already established european union details contained royal commission report uk government along controversial idea closing mixed fishing grounds completely six members committee scotland seek views fishermen processors aberdeen peterhead also speak mr finnie representatives royal society sea fish industry authority committee chairman austin mitchell said way found harvesting mixed fisheries without wasting stocks,politics
make greener computer hitech industry starting get environmentally aware bill thompson thinks time first car ran four star petrol pumped vast quantities lead atmosphere drove around cambridge buy petrol lead additives better result chip giant intel recently began shipping computer circuit boards lead free reflecting growing awareness part technology industry products designed built environmentally friendly ways apart reducing use toxic materials like arsenic mercury cadmium heavy metals products manufacturing process also cleaned fewer complex potentially damaging organic chemicals used solvents work going making power supplies energy efficient since current transformers astonishingly wasteful charge laptops mobiles music players one key aspects new approach design products easier recycle got phone computer toxic chemicals heavy metals extracting tricky expensive welldesigned electronic component able recycled low cost going important hardware manufacturers europe since august new waste electronic electrical equipment directive oblige accept returned products recycling end paying build things expensive impossible take apart find profits hit something likely motivate appeals wider public interest might fall deaf ears say time long depressing history developing new technologies complete disregard potential impact environment waiting crisis looming try redesign cause less damage car engine case point lead additives helped stop petrol vapour exploding early cylinder phenomenon called knocking simply used without real thought fact lead would end atmosphere redesigning engines making petrol slightly different lot work took decades done seeing thing technology industry result billions devices old mobile phones antique handhelds recycled years come apple gets way lot people going buying new mac mini throwing away old pc keeping monitor peripherals even apple get way four fiveyearold computers good enough run modern programs unreasonable replace old ones looked around office find two monitors old pc two old handhelds three ancient laptops four antique mobile phones collection rechargeable batteries even sun workstation longer really much use old enough hazardous waste monitors alone full arsenic lead possible components could useful could take council recycling centre mile drive away across town like many people commitment recycling shallow best cambridge green bins compostable waste box glass cans paper recycled black bin rest bottle banks clothing banks scattered around town supermarket car parks would much ask electronics recycling box probably remember take old mobile supermarket drop box least eventually bill thompson regular commentator bbc world service programme go digital,tech
protesters plan airport challenge campaigners expansion britain airports begun challenging government plans high court baa expansion stansted airport essex building extra runway one fiercely opposed plans opponents say bn cost new runway could met unless cash heathrow gatwick used said illegal current rules trying block government changing legislation baa also owners airports heathrow gatwick said cannot raise money needed stansted upgrades current landing charges baa also says attempted involve communities future airport plans groups challenging plans include stop stansted expansion heathrow antinoise campaigners hacan clearskies london boroughs hillingdon wandsworth opponents also likely complain public consultation extra runway built luton airport changed takeoff landing procedures heathrow group wins government future aviation plans outlined last year transport white paper could left ruins campaigners say government adequately consider building new airports one planned isle sheppey east london lord hanningfield leader essex county council told bbc radio today programme going high court want judge rule proper inquiry want judge say inadequate preparation consultation thought government came green paper could proper debate nationally extra capacity go added politicians decide runways stansted expansion apart building new runway would also need include new terminal buildings deal projected passengers use every year airport hub many nofrills airlines operating uk baa said attempted involve communities future airport plans heathrow gatwick edinburgh glasgow airports baa launched series consultations blight properties proposed expansion september close next week baa also offering buy noisehit properties indexlinked unblighted price heathrow baa said working closely interested parties see strict environmental air quality noise targets third runway met gatwick company written homes business likely affected extra runway,politics
howard taunts blair splits tony blair feud gordon brown damaging way uk governed tory leader michael howard claimed heated prime minister questions mr howard asked fight crime fighting question later unveiled headline new tory campaign posters mr blair dismissed talk splits said people priorities next elections would economic successes achieved labour stick whatever likes billboards something book public concentrate low mortgages low inflation low unemployment delivered failed said chancellor currently highprofile tour africa highlight new antipoverty plans insisted still trusted mr blair despite claims contrary new book brown britain robert peston says mutual animosity two men claims mr blair said november would stand prime minister next election went back pledge support cabinet allies suspicion mr brown manoeuvring says mr peston book claimed mr brown told mr blair nothing could ever say could ever believe mr blair directly denied quote wednesday insisted could deals premiership twice declined directly say whether offered quit tory leader countered agreements struck twice dinners chancellor declared deals meals prime minister wonder chancellor happy eater continued discipline schools discipline government clean hospitals clean act mr blair said would respond tittle tattle books promised hail labour record economy waiting lists law order polling day later poster launch tory cochairman liam fox said party would exploit opportunities show juvenile prime minister chancellor labour staged show unity poster launch tuesday mr brown joined alan milburn mr blair controversially put charge election planning place chancellor liberal democrat leader charles kennedy told bbc news government clearly split top kind cosmetic exercise persuade anybody later week mr blair expected outline direction party next election manifesto prime minister chancellor faced backbench discontent monday meeting parliamentary labour party claims made mr peston book,politics
mobile audio enters new dimension mobile phones move closer ubiquitous allinone media player audio becoming ever important good sound small device sound buzzing bee jumps left right disappearing around back head surround sound demo unremarkable heard multispeaker home cinema system startling emerging small mobile phone british firm sonaptic one number companies developed audio technology emerges stereo speakers firms amd srs offer stereowidening technology mobile phones sonaptic managing director david monteith says firm company offer positional audio mobile quite basic technologies making sound seem bit bigger headphones bit nicer noone really tried make proper positional audio individual channel moved around sonaptic working japanese mobile network ntt docomo set standards audio mobile phones last months handsets nec fujitsu mitsubishi released japanese marker chips produced yamaha rohm sonaptic technology technology around pcs games consoles time making efficient go small consumer device like mobile phone said mr monteith technology works applying science psychoacoustics grew medical research done company research director dr alastair sibbald basically trying fool ears thinking sound coming areas actually brain uses certain bits information effectively synthesising mobile phone handset structure ear works encoder sound helping brain understand sound emanating sonaptic audio processing algorithms mimic encoding giving impression sound coming left right behind listener fact coming single source mr montieth says sound one side get one ear right bend around head get left ear shape ear causes differences sound one ear synthesising differences sonaptic hopes technology big impact growing market mobile gaming music downloading handhelds often limitations screens small definition want get impact media running either movie game watching tv want immersive technology help fishing game first title use technology creating sound field gamer plays driving games shoot em ups using technology development technology also used music giving songs much expansive immersive feel sonaptic offers technology chip software release new version significantly improves efficiency audio processing important use processor otherwise able play game handset explained mr montieth company looking us european markets working network vodafone focused first japan advanced mobile phone market knew japan would first place handsets could use technology handsets uk next six months,tech
freeze antispam campaign campaign lycos europe target spamrelated websites appears put hold earlier week company released screensaver bombarded sites data try bump running costs websites site hosting screensaver displays pink graphic words stay tuned one lycos available comment latest developments controversial antispam campaign lycos europe make love spam campaign intended way users fight back mountain junk mail flooding inboxes people encouraged download screensaver pc idle would send lots data sites peddle goods services mentioned spam messages lycos said idea get spam sites running capacity generate big bandwidth bills spammers behind sites plan proved controversial monitoring firm netcraft analysed response times sites targeted screensaver found number completely knocked offline downing sites could dent lycos claims amount distributed denial service attack attacks thousands computers bombard sites data attempt overwhelm laws many countries explicitly outlaw attacks many nations redrafting computer use laws make specific offences lycos europe appears put plan hold site hosting screensaver currently shows holding page words stay tuned numerical internet address site also changed likely response spammers reportedly redirected traffic sites back lycos screensaver site campaign come fire corners web many discussion groups said set dangerous precedent could incite vigilantism attacking spammer website like poking grizzly bear sleeping back garden pointy stick said graham cluley senior technology consultant sophos screensaver similar approach potentially illegal distributed denial service attack also danger turning innocent computer users vigilantes may prepared whatever retaliation spammers care dream,tech
seasonal lift house market swathe figures provided evidence slowdown uk property market council mortgage lenders cml british bankers association bba building societies association bsa said mortgage lending slowing cml figures showed gross lending fell november number people buying new homes fell elsewhere bba added underlying mortgage lending rose november compared october cml said loans new property purchases fell yearonyear lowest total seen since february data cml showed lending fell bn november bn year earlier separate figures building societies association showed value mortgage approvals loans agreed yet made stood lower time last year seasonallyadjusted bn figures come hot heels new data property website rightmove suggested owners must indulge winter sale slash prices miles shipside commercial director rightmove said sellers would realistic asking prices tempt buyers average asking price home fell november december length time takes sell home rose days summer rightmove said estate agents set enter third properties books year ago even quieter holiday period sellers find competing lot properties market business excess supply low demand means one thing cut prices mr shipside said proof properties appropriately discounted selling even current market overall asking prices fallen july peaks equivalent cut average property host mortgage lenders economists predicted property prices either fall stagnate apparent picture slowing market one remain stable return normal volumes lending whole cml director general michael coogan said fairly consistent picture showing mortgage demand fallen back consistent continuing correction housing market investec economist philip shaw said however figures suggest modest weakening stand view property market remain doldrums time though collapse still unlikely,business
microsoft takes desktop search microsoft entered desktop search fray releasing test version tool find documents emails files pc hard drive beta program works pcs running windows xp windows desktop search market becoming increasingly crowded firms touting programs help people find files search giant google launched desktop search tool october yahoo planning release similar software january ambition search provide ultimate information tool find anything looking said yusuf mehdi corporate vice president microsoft msn internet division microsoft program used toolbar windows desktop internet explorer browser within outlook email program software giant coming late desktop search arena competing large number rivals google already released desktop tool yahoo planning get game january aol expected offer desktop searching early next year small firms blinkx copernic enfish x technologies xfriend offer tools catalogue huge amounts information people increasingly store desktop home computer apple release similar search system computers called spotlight due released tiger operating system,tech
korean lender faces liquidation creditors south korea top credit card firm said put company liquidation exparent firm fails back bailout lg card creditors given lg group wednesday sign bn rescue package firm avoided bankruptcy thanks bn bailout january gave control creditors lg group said package reflect firm new ownership accept unfair burden least seven million people south korea use lg card plastic purchases lg card creditors threatened parent group lg group penalties fails respond demands creditors would seek strong financial sanctions lg group lg card liquidated said yoo jichang governor korean development bank kdb one card firm major creditors lg group said providing help credit card issuer could hurt corporate credibility could spark shareholder lawsuits says wants fair reasonable guidelines splitting financial burden creditors lg card creditors asked government mediate avoid risk stability financial markets kdb said analysts believe compromise likely lg group knows impact consumer demand national economy liquidation lg card said kim yungmin equity strategist dongwon investment trust management lg card almost collapsed due increase overdue credit card bills bursting credit bubble firm returned profit september needs capital injection avoid delisted korea stock exchange exchange delist company debt exceeds assets two years running lg card creditors fear move would triggered massive debt redemption requests could bankrupt firm owes bn eventually lg group participate stalling try earn better concessions said mr kim,business
strachan turns pompey former southampton manager gordon strachan rejected chance become portsmouth new boss scot pompey chairman milan mandaric first choice replace harry redknapp left fratton park rivals saints earlier december think fantastic job anybody apart somebody southampton manager strachan told bbc club director terry brady held initial talks strachan saturday former scotland international added joining southampton local rivals would wise move got everything going got many memories side want sour memories said everything right minutes away good players good setup good atmosphere ground lots right somebody southampton manager since redknapp departure executive director velimir zajec coach joe jordan overseen firstteam affairs duo gone five matches unbeaten sunday defeat home champions arsenal club still respectable th place premiership table strachan left st mary february earlier announcing intention take break game end season previous managerial experience came coventry led five years,sport
film star fox behind theatre bid leading actor edward fox one men behind plans reopen swansea theatre thought wales oldest star film tv hits day jackal edward mrs simpson joined forces swanseaborn actordirector terry palmer set charity raise money buy palace theatre hope reopen audiences summer estimated needed buy grade ii listed building palace theatre known pavilion repertory theatre sold undisclosed bidder auction months ago used nightclub years oscarwinner sir anthony hopkins born nearby port talbot made professional debut charlie chaplin lily langtry also trodden boards fox told south wales evening post visiting theatre surprised beauty lot money needs spent bones needs beautiful skin said call jewel overestimation many theatres left like hope immediate future attract enough people come forward allow prosper told newspaper fox first found fame one memorable roles assassin day jackal tv bafta prince wales edward mrs simpson brought board save theatre mr palmer longstanding friend years two years ago decided return swansea something city said mr palmer said excited idea running palace charity young actors could develop annual shakespeare festival summer five years time theatre function areas without shall well satisfied helped create vital living theatre city added keith poulton business adviser swansea already committed undisclosed amount money project need least secure deposit building got two months said mr poulton benefactors expressed interest mr fox going give awful lot time added last year roads around theatre cordoned masonry roof fell onto car engineers said happy safe,entertainment
winter freeze keeps oil oil prices carried rising wednesday cold weather sides north atlantic pushed us crude prices fourmonth highs freezing temperatures heavy snowfalls took crude oil prices past barrel tuesday first time since november declines dollar also contributed rising oil price us crude trading gmt asian electronic trade wednesday barrel us crude oil closed new york tuesday opec members said tuesday given high prices cartel saw reason cut output although last year peak barrel reached october prices well average brent crude also rose london trading adding close much western europe north east america shivering unseasonably low temperatures recent days decline us dollar fiveweek low euro also served inflate prices primary factor weak dollar said victor shum singaporebased analyst purvin gertz expectations rebound dollar would halt oil price rise immediately borne wednesday morning oil prices carried upwards dollar strengthened euro pound yen several opec members said tuesday cut production unlikely citing rising prices strong demand oil asia agree need cut supply prices much fathi bin shatwan libya oil minister told reuters think need cut unless prices falling barrel added,business
man city man utd manchester united reduced chelsea premiership lead nine points scrappy victory manchester city wayne rooney met gary neville cross near post low shot went via deflection richard dunne put united ahead seven minutes later unfortunate dunne hooked volley david james head net steve mcmanaman wasted city best chance shot wide three yards first half opening minutes united looked unlikely earn win needed maintain chance catching chelsea title race approach play laboured patient managed fashion one chance paul scholes header bar city seemed content sit back try hit rivals break game settled tepid pattern shaun wrightphillips appeared capable interrupting monotony looking lively right causing gabriel heinze problems wes brown also found wrightphillips difficult opponent tricky winger embarrassed near touchline wrightphillips sublime skill pace took past brown delivered pinpoint centre feet mcmanaman former liverpool player demonstrated never scored united sidefooting easy chance wide john shea forced earlier clash sylvain distin cristiano ronaldo came replace immediately caused ben thatcher discomfort looked set inject muchneeded pace united attack rooney well marshalled dunne change break united poured forward renewed urgency play neville delivered cross carbon copy city best firsthalf chance rooney showed mcmanaman even needed help dunne leg worse come dunne fine match minutes scored horrible goal attempting volley clear rooney cross united seemed home dry however city fight back fowler missed another great chance close range united keeper roy carroll saved well kiki musampa united could third late substitute ryan giggs hit post manchester city boss kevin keegan great chance take lead first goal always going crucial started good tempo allowed dictate pace bit much still four good chances two gone one mcmanaman missed similar one wayne rooney scored manchester united boss sir alex ferguson best performance last three months think deserved winners times especially first half play enough speed cristiano ronaldo ryan giggs speed improved derby games like scrappy dull horrible maybe like man city james mills bradley wrightphillips dunne distin thatcher shaun wrightphillips barton macken sibierski mcmanaman musampa fowler subs used weaver onuoha flood booked fowler sibierski man utd carroll gary neville ferdinand brown heinze shea ronaldo keane fortune fletcher giggs rooney scholes phil neville subs used howard bellion booked rooney scholes keane goals rooney dunne og att ref bennett kent,sport
blair congratulates bush win tony blair said looks forward continuing strong relationship george bush working second term president mr bush reelection came crucial time world fractured divided uncertain mr blair said brought together added saying action needed poverty middle east conditions terrorists prey mr blair said states work us fight global terrorism need recognise would defeated military might alone also demonstrating strength common values added solving conflict middle east world single pressing political challenge present day mr blair warned prime minister also urged europe us build anew alliance us positions leadership president bush responsibility rise challenge urgent mr blair also paid tribute democrat john kerry campaign saying helped make presidential election true celebration american democracy election us president significant world particularly britain special relationship added earlier tory leader michael howard sent mr bush warmest congratulations saying look president unifying force world share determination defend freedom liberal democrat leader charles kennedy welcomed fact quick conclusion election unlike mr bush first task rebuild sense domestic purpose within us said mr kennedy said internationally hoped second term see sensitive approach relations longstanding allies least global efforts combat terrorism lib dem foreign affairs spokesman menzies campbell said win mr kerry would given mr blair chance fresh start adding almost umbilical cord mr bush uk premier europeans must hope administration much multilateral character act swiftly rebuild atlantic partnership vital security iraq remain issue potential division time come even result became clear mr blair urged push action climate change first meeting whichever candidate liberal democrat environment spokesman norman baker underlined issue global warming commons debate angloamerican relations wednesday environment secretary margaret beckett said us act global warming despite george bush refusal sign kyoto protocol carbon emissions public opinion would force change told bbc news myron ebell adviser climate change president bush said would change us stance rejected threat climate change claimed us country independent scientists,politics
new york rockers top talent poll new york electrorock group bravery come top bbc news website sound poll find music scene promising new act bravery compared cure new order heavilytipped act survey impartial critics broadcasters rock band keane sound us rapper cent topped sound new artists year list include london indie group bloc party second uk rapper kano third bravery played first gig since supported bands including libertines interpol echo bunnymen subject record company bidding war debut single unconditional caused huge buzz released uk november singer sam endicott said felt great coming top sound list anyone says want zillion screaming fans jackass liar said one experts tip bravery times music critic paul connolly said spiky love pop chris hawkins host bbc music chart show said band great guitars mastery electroclash sound bravery proof alone new york city still home hot new talent said alison howe producer tv show later jools holland booked group appear day seeing west london pub played like headlining main stage glastonbury said great songs good look touch attitude cracking live band q magazine reviews editor ted kessler said prettyboy new york clothes horses unusually nimble ear concise yearning pop mould duran duran strokes pundits take part survey included bbc radio dj trevor nelson nme editor conor mcnicholas top pops presenter fearne cotton glastonbury organiser emily eavis bbc radio music editor colin martin elsewhere top secondplaced rock band bloc party began rise supporting franz ferdinand uk garage mc kano third signed streets record label us rapper game hiphop great dr dre latest protege leeds group kaiser chiefs came fifth promise lead britpop revival last year survey keane followed franz ferdinand razorlight joss stone top five virtually unknown outside music industry point boy band mcfly sixth scissor sisters uk bestselling album seventh survey pundits asked tips three acts thought capable reaching top chosen genre either terms sales critical acclaim artists could country musical genre must uk top single contestant tv talent show already famous something else soap actor tips counted compiled make top,entertainment
freeze antispam campaign campaign lycos europe target spamrelated websites appears put hold earlier week company released screensaver bombarded sites data try bump running costs websites site hosting screensaver displays pink graphic words stay tuned one lycos available comment latest developments controversial antispam campaign lycos europe make love spam campaign intended way users fight back mountain junk mail flooding inboxes people encouraged download screensaver pc idle would send lots data sites peddle goods services mentioned spam messages lycos said idea get spam sites running capacity generate big bandwidth bills spammers behind sites plan proved controversial monitoring firm netcraft analysed response times sites targeted screensaver found number completely knocked offline downing sites could dent lycos claims amount distributed denial service attack attacks thousands computers bombard sites data attempt overwhelm laws many countries explicitly outlaw attacks many nations redrafting computer use laws make specific offences lycos europe appears put plan hold site hosting screensaver currently shows holding page words stay tuned numerical internet address site also changed likely response spammers reportedly redirected traffic sites back lycos screensaver site campaign come fire corners web many discussion groups said set dangerous precedent could incite vigilantism attacking spammer website like poking grizzly bear sleeping back garden pointy stick said graham cluley senior technology consultant sophos screensaver similar approach potentially illegal distributed denial service attack also danger turning innocent computer users vigilantes may prepared whatever retaliation spammers care dream,tech
blair says uk tsunami aid soar tony blair predicted british government eventually give hundreds millions pounds aid countries hit tsunami prime minister speaking publicly first time since returning holiday egypt mr blair insisted intimately involved decisions times despite abroad speaking uk joins threeminute silence noon across eu estimated dead foreign office says britons confirmed died tsunami struck south asia boxing day others missing asked criticism cut short holiday mr blair told bbc radio today programme think situation british people need articulate feel think feel shock horror absolute solidarity people lost lives important thing action words said adding given government far six seven million spent would become easier coming weeks assess much money would put estimate need spend government several hundred million pounds far away match generosity british people said asked whether returned work immediately doctors orders rest mr blair said also story away plastic surgery see unfortunately still looking always joked prime minister took personal charge uk response tuesday chairing meeting emergency committee ministers convened daily since boxing day also spoke telephone us president george bush presidents sri lanka indonesia chancellor gordon brown earlier backed plan freeze foreign debts affected nations mr brown downing street meeting says intensive talks g finance ministers germany proposed freeze last week canada begun moratorium chancellor said plan would initially save affected countries bn bn repayments tory leader michael howard also backed proposals said ministers playing catchup public donations foreign secretary jack straw visit thailand indonesia week trip mr straw represent g international conference called jakarta indonesia thursday friday visit thai beach resort phuket british families still searching relatives international development secretary hilary benn also visit aceh indonesia well sri lanka british public pledged aid emergency supplies british government starting arrive region three raf flights joint operation scandinavian countries two ships royal fleet auxiliary ship diligence frigate hms chatham arrived disaster area second royal fleet auxiliary vessel bayleaf also sent uk charities also begun chartering planes deliver aid bbc news special asia remembered including threeminutes silence shown bbc one bbc news gmt wednesday,politics
ask jeeves tips online ad revival ask jeeves become third leading online search firm week thank revival internet advertising improving fortunes firm revenue nearly tripled fourth quarter exceeding ask jeeves among bestknown names web relatively modest player profit quarter dwarfed announced rival google earlier week quarter yahoo earned tipping resurgence online advertising trend taken hold relatively quickly late last year marketing company doubleclick one leading providers online advertising warned business would put sale thursday announced sharp turnaround brought unexpected increase profits neither ask jeeves doubleclick thrilled investors profit news however cases shares fell analysts attributed falls excessive expectations quarters fuelled dramatic outperformance google tuesday,business
stars shine bafta red carpet hollywood stars brought touch glamour london saturday biggest night british film calendar cate blanchett leonardo dicaprio richard gere actors attended bafta film awards emerged limos leicester square uncertain british climate threatened rain one moment promised late winter sunshine next gods certainly shining thousands film fans lined red carpet meet idols screaming built crescendo big name stars appeared biggest cheer night reserved aviator star leonardo dicaprio paused chilly february air sign autographs throngs said earpiercing welcome unlike anything ever encountered intense loud best actress winner imelda staunton wore green chiffon dress sparkled sequins beads told bbc news website vera drake highlight career role backstreet abortionist gritty lowbudget film already led clutch awards oscar nomination said never million years think going happen nominated great hope means people go see film well rooting staunton best actress category cate blanchett nominated supporting role hollywood icon katherine hepburn aviator shivering floorlength shimmering armani dress australianborn actress stopped sign autographs joked tight love glamour also brought evening actress sienna miller supermodel claudia schiffer supporting director husband matthew vaughn troy actress diane kruger star tv programme oc micha barton wearing caramelcoloured floaty frock designer alexander mcqueen miller told reporters red carpet experience intense nervewracking cold younger stars british film also represented shape emma watson plays hermione harry potter films yearold said hoping meet dicaprio keanu reeves joked probably little old actor christian slater currently starring one flew cuckoo nest london west end greeted cries christian christian ever vocal crowd keanu reeves presented best actress award said red carpet exciting part job always surreal nice nice said martin scorsese whose movie aviator went win best film said honoured uk meant lot said great admirer british cinema since give new energy see best coming england every two three years whole new cycle tough young filmmakers even older ones making good films recognise way great honour british actor clive owen golden globe bafta supporting role closer said meant lot ceremony said really baftas bottom line celebration british films,entertainment
metlife buys citigroup insurer us banking giant citigroup sold travelers life annuity insurance arm metlife bn bn sale move citigroup away strategy offering every financial service insurance broking banking profit growth insurance market matched expansion citigroup businesses metlife us leading insurance company purchase gives access much larger distribution network robert benmosche metlife chairman chief executive said great opportunity brand metlife distributed citigroup agreement metlife able sell products citigroup next years deal includes smith barney retail brokerages citibank branches company pay bn bn metlife stock rest made cash travelers sales bn made profit total net assets bn deal employs metlife excess capital potentially higherreturn business gives distribution said stuart quint analyst gartmore,business
brainwave cap controls computer team us researchers shown controlling devices brain step closer four people two partly paralysed wheelchair users successfully moved computer cursor wearing cap electrodes previous research shown monkeys control computer electrodes implanted brain new york team reported findings proceedings national academy sciences results show people learn use scalprecorded electroencephalogram rhythms control rapid accurate movement cursor two directions said jonathan wolpaw dennis mcfarlane research team new york state department health state university new york albany said research another step towards people controlling wheelchairs electronic devices thought four people faced large video screen wearing special cap meant surgery implantation needed brain activity produces electrical signals read electrodes complex algorithms translate signals instructions direct computer brain activity require use nerves muscles people stroke spinal cord injuries could use cap effectively impressive noninvasive multidimensional control achieved present study suggests noninvasive brain control interface could support clinically useful operation robotic arm motorised wheelchair neuroprosthesis said researchers four volunteers also showed could get better controlling cursor times tried although two partiallyparalysed people performed better overall researchers said could brains used adapting simply motivated first time researchers sort success braincontrol experiments teams used eye motion recording techniques earlier year team mit media labs europe demonstrated wireless cap read brain waves control computer character,tech
bomb threat bernabeu stadium spectators evacuated real madrid bernabeu stadium sunday following bomb scare game hosts real sociedad people abandoned ground score three minutes left play basque newspaper gara apparently received telephone call saying bomb due explode local time searching stadium sniffer dogs police said explosive device found police said completed search found anything said real madrid president florentino perez best thing put nightmare behind us madrid midfielder guti told private spanish radio station cadena ser never seen sport real took lead break brazilian striker ronaldo cracked home left foot sociedad levelled match midway second half turkish striker nihat kahveci smashed home acrobatic finish yet clear remaining three minutes game played later date result allowed stand result remains real drop third place standings points behind leaders barcelona snatched late win albacete saturday initial reports suggested basque separatist group eta may responsible bomb threat issuing similar warnings series small explosions recent days bernabeu targeted eta may madrid play fc barcelona champions league semifinal car bomb exploded street outside stadium people slightly injured,sport
us peertopeer pirates convicted first convictions piracy peertopeer networks handed us new yorker william trowbridge texan michael chicoine pleaded guilty charges infringed copyright illegally sharing music movies software two men faced charges following raids august suspected pirates fbi pair face jail terms five years fine statement us department justice said two men operated central hubs piracy community organised across direct connect peertopeer network piracy group called underground network membership demanded users share one gigabytes files direct connect allows users set central servers act coordinating spots sharers users would swap files films music exchanging data network investigation fbi agents reportedly downloaded movies software programs games sound recordings five hubs made larger piracy group raids organised umbrella operation digital gridlock aimed fighting criminal copyright theft peertopeer networks total six raids carried august five homes suspected copyright thieves one net service firm department justice said men pleaded guilty one count conspiracy commit felony copyright infringement also pleaded guilty acting commercial advantage two men due sentenced april,tech
dawson joins england injury list scrumhalf matt dawson injury doubt england six nations opener wales next weekend world cup winner missed wasps loss bath saturday injuring right calf wasps coach warren gatland said got fitness test week got good chance playing gloucester andy hazell leicester star lewis moody also received knocks respective league matches fit wales next week dawson fit face wales robinson choose gloucester andy gomarsall leicester youngster harry ellis jamie noon another player sidelines limped first half saracens friday dead leg centre line first six nations start wales wait hours knowing state injury,sport
hearts oak cotonsport hearts oak set ghanaian confederation cup final win cameroon cotonsport garoua accra sunday win hearts means play asante kotoko twoleg final kumasi team qualified group saturday group b game cameroon beat south africa douala neither side could qualified final hearts oak started game needing win qualify final cotonsport needed avoid defeat go louis agyemang scored first two goals hearts either side half time ben bortey scored third hearts looked set comfortable win cotonsport staged late fight back scoring twice late first boukar makaji scored th minute minutes injury time end game andre nzame iii target little late cameroonians hearts held win game place final first leg final played accra weekend november second leg two weeks later december kumasi group b game cameroon sable batie took lead th minute kemadjou santos equalised hour mark thanks thokozani xaba bernard ngom put sable ahead five minutes later ernest nfor settled game minutes ruben cloete scored south african sides consolation three minutes left clock,sport
healey targets england comeback leicester wing austin healey hopes use sunday return heineken cup clash wasps springboard england recall six nations healey caps prior world cup good form tigers resurgence season definitely still ambitions play england healey told bbc see happens previous autumn tests look current squad definitely feel place healey also played halfback positions fullback career reverted wing england caps recovering trapped nerve back sustained end september yearold relishing role tigers revival six weeks fortunately resumed sort form said basically playing best suits leicester obviously play scrumhalf flyhalf fullback moment notice playing wing actually gives bigger free role come expected influence things apparent parts one two waspsleicester trilogy recent weeks first healey came flank angled run score injurytime try earned tigers draw premiership meeting november first heineken cup double header last sunday healey slotted standoff delivered superb crosskick martin corry score tigers third try caught cozza eye couple phases hoping get full fortunately even bounce managed score healey recalled healey twice heineken cup winner believes last sunday match biggest club contests played intense occasion destructive game recalled huge amount rugby played great game involved minutes thought might stride away wasps really came back last couple minutes could gone either way outcome sunday would put leicester pole position top heineken pool home game biarritz away trip calvisano come healey insists tigers must summon desire deliver knockout blow dubbed rugby version rocky ii lot satisfaction dressing room aftewards really case job half done added first twoleg trip lose welford road negate positives take result think came wanted end think got show desire week,sport
